Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,unique_movies,weighted_average
Mappillai Azhaippu,1972,126,5.0,1,0,16,Mappillai Azhaippu tamil 1972,5.562523510971787
Kahaani,2012,122,8.1,58387,1624,5,Kahaani hindi 2012,8.099097307170958
Lalkaar,1956,120,5.0,1,0,5,Lalkaar hindi 1956,5.562523510971787
His Memoir,2018,50,5.0,1,1824,5,His Memoir hindi 2018,5.562523510971787
Paglee,2016,120,5.0,1,1,1,Paglee assamese 2016,5.562523510971787
Velai Kidaichiruchu,1990,120,4.7,10,18,16,Velai Kidaichiruchu tamil 1990,5.302436040044494
Kalyanam Panniyum Brahmachari,1954,149,6.4,18,5,16,Kalyanam Panniyum Brahmachari tamil 1954,5.963474801061008
Kaluva,2010,100,5.0,1,8,17,Kaluva telugu 2010,5.562523510971787
Nakshatra,2010,122,5.0,55,6816,5,Nakshatra hindi 2010,5.162835753176044
Mithai,2019,140,4.3,87,6819,17,Mithai telugu 2019,4.550699233716475
Dui Rajkumar,1975,120,5.0,1,10,2,Dui Rajkumar bengali 1975,5.562523510971787
Muqaddar ka Sikhandar,1984,120,5.0,1,0,19,Muqaddar ka Sikhandar urdu 1984,5.562523510971787
Payal,1948,120,5.0,1,0,5,Payal hindi 1948,5.562523510971787
Chand Suraj,1970,120,5.0,1,819,19,Chand Suraj urdu 1970,5.562523510971787
"Soappu, Seeppu, Kannadi",1968,138,6.8,8,0,16,"Soappu, Seeppu, Kannadi tamil 1968",5.923293697978597
Santhitha Naal Mudhal,2020,110,5.0,1,519,16,Santhitha Naal Mudhal tamil 2020,5.562523510971787
Kavvintha,2015,125,5.0,1,8,17,Kavvintha telugu 2015,5.562523510971787
Bobby,2018,130,8.0,31,8,11,Bobby nepali 2018,7.02645225464191
Dard-E-Dil,1966,120,5.0,1,0,19,Dard-E-Dil urdu 1966,5.562523510971787
Innarku Innarendru,2014,120,5.0,1,8,16,Innarku Innarendru tamil 2014,5.562523510971787
Emayam,1979,120,5.0,1,0,16,Emayam tamil 1979,5.562523510971787
Dushman,1974,125,5.0,1,119,19,Dushman urdu 1974,5.562523510971787
Aane Pataaki,2013,130,5.0,1,5,6,Aane Pataaki kannada 2013,5.562523510971787
Ondho Bodhu,1983,120,5.0,1,8,2,Ondho Bodhu bengali 1983,5.562523510971787
Ranganayaki,1981,196,7.2,133,8,6,Ranganayaki kannada 1981,6.980360501567398
Sachindi Ra Gorre,2018,120,5.0,1,56,17,Sachindi Ra Gorre telugu 2018,5.562523510971787
Bipasha,1962,131,7.6,34,819,2,Bipasha bengali 1962,6.832282131661442
Saakshi,1989,120,5.0,1,24,17,Saakshi telugu 1989,5.562523510971787
Sipahini Sajni,1936,134,5.0,1,0,4,Sipahini Sajni gujarati 1936,5.562523510971787
Joker,1949,120,5.0,1,0,5,Joker hindi 1949,5.562523510971787
Kathi Kanta Rao,2010,120,6.4,88,5,17,Kathi Kanta Rao telugu 2010,6.243812084783296
Dakota Picture,2012,120,5.0,1,5,6,Dakota Picture kannada 2012,5.562523510971787
Lal Pathar,1964,131,7.8,20,8,2,Lal Pathar bengali 1964,6.667695542472667
Aaj Aur Kal,1963,144,6.6,42,819,12,Aaj Aur Kal oriya 1963,6.263103448275862
Insaf Ka Tarazu,1980,146,6.4,230,68,5,Insaf Ka Tarazu hindi 1980,6.332173375463663
Ganathan,2020,120,5.0,1,1,16,Ganathan tamil 2020,5.562523510971787
Dastaan,2010,120,8.8,908,81219,19,Dastaan urdu 2010,8.727422515868009
Hum Nahin Jhukenge,1985,120,5.0,1,1,5,Hum Nahin Jhukenge hindi 1985,5.562523510971787
Oru Pudhiya Kadhai,1990,120,5.0,1,0,16,Oru Pudhiya Kadhai tamil 1990,5.562523510971787
Bhorer Alo,2011,120,5.0,1,8,2,Bhorer Alo bengali 2011,5.562523510971787
Dumkata,2007,120,4.8,13,358,5,Dumkata hindi 2007,5.287515212981744
Saas Bhi Kabhi Bahu Thi,1970,120,6.5,26,58,5,Saas Bhi Kabhi Bahu Thi hindi 1970,6.093096111518709
Platform,1993,150,3.7,190,168,5,Platform hindi 1993,3.8880356267363947
Pahari Phul,1981,120,5.0,1,19,2,Pahari Phul bengali 1981,5.562523510971787
KTina,0,120,5.0,1,5,5,KTina hindi 0,5.562523510971787
Holiday,2006,120,4.4,138,81519,5,Holiday hindi 2006,4.557078724788549
Kizhakku Mugam,1996,120,5.0,1,9,16,Kizhakku Mugam tamil 1996,5.562523510971787
Jeegisha,2017,120,5.0,1,8,11,Jeegisha nepali 2017,5.562523510971787
Shaitani Dracula,2006,79,5.0,5,13,5,Shaitani Dracula hindi 2006,5.475981432360744
Prem Geet,2016,138,7.1,44,19,11,Prem Geet nepali 2016,6.611931034482758
Kanchana 3,2019,164,4.1,1195,1513,17,Kanchana 3 telugu 2019,4.125719997731397
Ek Mutthi Aasmaan,1973,120,6.7,12,89,5,Ek Mutthi Aasmaan hindi 1973,5.993197492163009
Mane Maratakkide,2019,140,7.6,30,8,6,Mane Maratakkide kannada 2019,6.772068965517242
Anand,1987,134,5.0,13,19,16,Anand tamil 1987,5.363985801217039
Housefull 3,2016,140,5.0,8396,15,5,Housefull 3 hindi 2016,5.001470300254411
Music Box,2017,6,5.0,1,211316,19,Music Box urdu 2017,5.562523510971787
Tankhah,1956,120,5.0,1,0,5,Tankhah hindi 1956,5.562523510971787
Shiv Ram,1991,120,4.4,23,168,5,Shiv Ram hindi 1991,4.96762539184953
Jatti,1961,120,5.0,1,8,13,Jatti punjabi 1961,5.562523510971787
Mappillai,1952,120,5.0,1,0,16,Mappillai tamil 1952,5.562523510971787
Dhol Sipahi,1969,120,5.0,1,0,13,Dhol Sipahi punjabi 1969,5.562523510971787
Meeth Bhakar,1949,125,5.0,1,0,10,Meeth Bhakar marathi 1949,5.562523510971787
Pareeksha,0,120,5.0,1,8,5,Pareeksha hindi 0,5.562523510971787
Thirupathi,2006,133,6.1,63,168,6,Thirupathi kannada 2006,5.972327586206896
Do Yaar,1972,120,4.9,8,1,5,Do Yaar hindi 1972,5.399155766944114
Hero,2017,120,5.0,1,8,10,Hero marathi 2017,5.562523510971787
Virus,2018,120,5.0,1,1,3,Virus bhojpuri 2018,5.562523510971787
Deedan,2018,120,8.4,29,8,12,Deedan oriya 2018,7.219510344827587
Kalyana Galatta,1998,120,5.9,16,5,16,Kalyana Galatta tamil 1998,5.723662628145386
Sirf Tum,1999,150,6.1,1396,198,5,Sirf Tum hindi 1999,6.092431557686224
Shoebox,0,110,5.0,1,8,2,Shoebox bengali 0,5.562523510971787
Lawyer Vishwanath,1978,120,5.0,1,15,17,Lawyer Vishwanath telugu 1978,5.562523510971787
Brahmarshi Vishwamitra,1991,120,7.5,48,815,17,Brahmarshi Vishwamitra telugu 1991,6.91848575712144
Dagadi Chaawl,2015,120,6.2,174,168,10,Dagadi Chaawl marathi 2015,6.134233421750663
Vevishaal,1949,120,5.0,1,0,4,Vevishaal gujarati 1949,5.562523510971787
Pehla Kadam,1988,120,5.0,1,0,5,Pehla Kadam hindi 1988,5.562523510971787
Armaan,2003,158,5.2,1093,8919,5,Armaan hindi 2003,5.207338884417756
Gun FIght Kanchana,1981,113,5.0,1,8,16,Gun FIght Kanchana tamil 1981,5.562523510971787
Zevaraat,1949,120,5.0,1,0,5,Zevaraat hindi 1949,5.562523510971787
Ghar Jawai,1981,120,5.0,1,0,10,Ghar Jawai marathi 1981,5.562523510971787
Mortoo,2015,107,5.0,1,5,7,Mortoo kashmiri 2015,5.562523510971787
Shanthi Muhurtham,2016,34,5.0,1,215,9,Shanthi Muhurtham malayalam 2016,5.562523510971787
Do Dil,1981,120,5.0,1,0,19,Do Dil urdu 1981,5.562523510971787
Vijay Kumar,1940,120,5.0,1,1815,5,Vijay Kumar hindi 1940,5.562523510971787
Sri Venkateswara Mahathyam,1960,204,8.5,52,815,5,Sri Venkateswara Mahathyam hindi 1960,7.662678318375058
Maska Polish,1957,120,5.0,1,8,19,Maska Polish urdu 1957,5.562523510971787
Kalpana,1960,120,7.1,19,19,5,Kalpana hindi 1960,6.306887931034483
Azad,0,122,5.0,1,148,13,Azad punjabi 0,5.562523510971787
Charlie,2015,120,5.0,1,1,6,Charlie kannada 2015,5.562523510971787
Pakeezah,1972,147,7.4,1509,15198,12,Pakeezah oriya 1972,7.3751473968897905
18.05.2009,2018,130,5.0,1,8,16,18.05.2009 tamil 2018,5.562523510971787
Poush Masher Pireet,2016,120,5.0,1,19,2,Poush Masher Pireet bengali 2016,5.562523510971787
Daman Aur Chingari,1973,120,7.0,16,8,19,Daman Aur Chingari urdu 1973,6.1993383038210625
Wa Pailwan,2020,158,5.0,1,8,10,Wa Pailwan marathi 2020,5.562523510971787
Bara,1980,135,7.6,26,8,6,Bara kannada 1980,6.70160674981658
Paavam Paavam Rajakumaran,1990,117,7.1,178,5,9,Paavam Paavam Rajakumaran malayalam 1990,6.940580488650148
Banjarin,1960,129,5.0,1,1015,5,Banjarin hindi 1960,5.562523510971787
Kuli,1967,120,5.0,1,8,19,Kuli urdu 1967,5.562523510971787
Azhakiyee,2019,120,5.0,1,2115,9,Azhakiyee malayalam 2019,5.562523510971787
Anubhavangale Nanni,1979,120,5.0,1,0,9,Anubhavangale Nanni malayalam 1979,5.562523510971787
Rani Khan,1960,120,5.0,1,15,13,Rani Khan punjabi 1960,5.562523510971787
Ghar Ki Laaj,1979,120,5.0,1,8,5,Ghar Ki Laaj hindi 1979,5.562523510971787
Raja,2018,120,5.0,1,8,10,Raja marathi 2018,5.562523510971787
Hari Hara Veera Mallu,2022,120,5.0,1,18,17,Hari Hara Veera Mallu telugu 2022,5.562523510971787
Babul,1950,142,7.3,72,8,5,Babul hindi 1950,6.913715239154616
Kalyanaraman,1979,134,6.5,131,158,17,Kalyanaraman telugu 1979,6.374181034482758
Rang Mahal,1948,120,5.0,1,108,5,Rang Mahal hindi 1948,5.562523510971787
Vidhichathum Kothichathum,1982,120,5.0,1,0,9,Vidhichathum Kothichathum malayalam 1982,5.562523510971787
Chor Pe Mor,1990,142,4.8,13,56,5,Chor Pe Mor hindi 1990,5.287515212981744
Tik Tik Tik,1981,164,7.0,241,61624,17,Tik Tik Tik telugu 1981,6.886929455119769
Vaadyaar Veettu Pillai,1989,120,5.0,1,0,16,Vaadyaar Veettu Pillai tamil 1989,5.562523510971787
Shontaner Moto Shontan,2019,120,8.9,8,1819,2,Shontaner Moto Shontan bengali 2019,6.502604042806183
Girl Bride,2011,16,5.0,1,21814,19,Girl Bride urdu 2011,5.562523510971787
Path Bipath,1996,86,5.0,1,819,2,Path Bipath bengali 1996,5.562523510971787
Shuruaat Ka Interval,2014,99,7.2,68,8,5,Shuruaat Ka Interval hindi 2014,6.81994963192561
Fitkiree,2014,120,7.2,31,6,11,Fitkiree nepali 2014,6.549529177718833
M.L.A. Natha Singh,2011,148,4.0,7,5,13,M.L.A. Natha Singh punjabi 2011,5.19198275862069
10 years 9 months 8 days,2019,20,5.0,1,218,11,10 years 9 months 8 days nepali 2019,5.562523510971787
Aame Yevaru,2016,111,5.0,1,81316,17,Aame Yevaru telugu 2016,5.562523510971787
Aneesya,2016,129,5.0,1,8,9,Aneesya malayalam 2016,5.562523510971787
Thakita Thakita,2010,138,6.4,51,819,17,Thakita Thakita telugu 2010,6.163548850574713
Tahadi Izzat Da Sawal,1969,120,5.0,1,0,13,Tahadi Izzat Da Sawal punjabi 1969,5.562523510971787
Vannethum Munpe,2020,120,5.0,1,8,9,Vannethum Munpe malayalam 2020,5.562523510971787
Khwahish,2003,152,4.1,195,81915,5,Khwahish hindi 2003,4.244794061302681
Baadshahjutt,2019,120,5.0,1,8,11,Baadshahjutt nepali 2019,5.562523510971787
Shikwa,1958,120,5.0,1,19,5,Shikwa hindi 1958,5.562523510971787
Majaajan,2008,139,5.6,9,19,13,Majaajan punjabi 2008,5.59251724137931
Astonishing Lamp,2013,120,7.1,843,8,2,Astonishing Lamp bengali 2013,7.063281848659003
Mamta,0,120,5.0,1,8,5,Mamta hindi 0,5.562523510971787
Inspector Vikram,1989,139,7.2,16,58,6,Inspector Vikram kannada 1989,6.285824790307549
June,2019,141,7.4,1326,81519,9,June malayalam 2019,7.371770985331387
Pyar Mein Padipoyane,2014,120,6.1,22,8,17,Pyar Mein Padipoyane telugu 2014,5.850593424218124
Always Rahishu Saathe,2016,131,5.0,1,8,4,Always Rahishu Saathe gujarati 2016,5.562523510971787
Garmil,1990,120,7.2,10,8,2,Garmil bengali 1990,6.10888765294772
Lakshmamma,1950,120,5.0,1,0,17,Lakshmamma telugu 1950,5.562523510971787
Maha-Sangram,1990,159,5.7,142,1819,5,Maha-Sangram hindi 1990,5.6857393695790135
Pachai Malai Kurathi,1959,120,5.0,1,0,16,Pachai Malai Kurathi tamil 1959,5.562523510971787
Zameen,2003,154,5.3,1450,1224,5,Zameen hindi 2003,5.304130195269463
Nallathoru Kudumbam,1979,145,5.3,9,0,16,Nallathoru Kudumbam tamil 1979,5.50251724137931
Dil To Pagal Hai,1997,180,7.0,20925,5815,5,Dil To Pagal Hai hindi 1997,6.998585673505269
It's Breaking News,2007,120,5.4,62,68,5,It's Breaking News hindi 2007,5.447897798088908
Babooji,1950,120,5.0,1,0,5,Babooji hindi 1950,5.562523510971787
Lekroo,2000,133,7.4,11,8,10,Lekroo marathi 2000,6.211734913793103
Kadu Makrani,1960,148,7.5,12,148,4,Kadu Makrani gujarati 1960,6.284106583072101
Actor,1994,120,5.0,1,0,19,Actor urdu 1994,5.562523510971787
Rose,2018,91,7.4,8,619,11,Rose nepali 2018,6.0888109393579075
Bees Saal Pehle,1972,120,5.3,10,13,5,Bees Saal Pehle hindi 1972,5.495984427141269
Hamlet,1954,120,6.5,22,8,5,Hamlet hindi 1954,6.055244587008821
Oru Adaar Love,2019,145,5.5,2181,519,6,Oru Adaar Love kannada 2019,5.500851733533778
Jadoo Nagri,1993,150,5.0,1,10,19,Jadoo Nagri urdu 1993,5.562523510971787
Lisaa,2019,111,3.1,95,13,16,Lisaa tamil 2019,3.550651010701546
Maagiya Kaala,2011,120,5.0,1,8,6,Maagiya Kaala kannada 2011,5.562523510971787
Muddat Ki Pyaas,1991,120,5.0,1,24,5,Muddat Ki Pyaas hindi 1991,5.562523510971787
Sons of Ram,2012,85,6.6,76,3815,17,Sons of Ram telugu 2012,6.381190899395663
Preeti Irabaaradhey,2019,120,5.0,1,8,6,Preeti Irabaaradhey kannada 2019,5.562523510971787
Naya Savera,1985,120,5.0,1,8,5,Naya Savera hindi 1985,5.562523510971787
Autohead,2016,97,6.0,352,68,5,Autohead hindi 2016,5.9768780623093285
Pyar Ka Gol Gumbaz,2014,120,5.0,1,8,6,Pyar Ka Gol Gumbaz kannada 2014,5.562523510971787
Smriti Katha Bole,2010,120,5.0,1,8,2,Smriti Katha Bole bengali 2010,5.562523510971787
Dhamaal Balachi,2018,120,5.0,1,8,10,Dhamaal Balachi marathi 2018,5.562523510971787
Swapnajaal,2018,141,7.9,1171,819,2,Swapnajaal bengali 2018,7.859291541309881
Ae Korechho Bhalo,1970,115,5.0,1,8,2,Ae Korechho Bhalo bengali 1970,5.562523510971787
Life Ek Sangram,2017,120,5.0,1,9,2,Life Ek Sangram bengali 2017,5.562523510971787
Manam Kothi Paravai,2012,137,5.3,178,519,16,Manam Kothi Paravai tamil 2012,5.330530237393866
Ebar Goyenda Basab,2017,120,8.0,6,8,2,Ebar Goyenda Basab bengali 2017,6.125019157088123
Haunted Rooh,0,120,5.0,1,13,5,Haunted Rooh hindi 0,5.562523510971787
Olave Mandara,2011,147,5.0,1,8,6,Olave Mandara kannada 2011,5.562523510971787
May Bahini,1952,120,5.0,1,0,10,May Bahini marathi 1952,5.562523510971787
Aabhijathyam,1971,164,5.0,1,0,9,Aabhijathyam malayalam 1971,5.562523510971787
The Gambler,2019,121,5.3,59,12024,9,The Gambler malayalam 2019,5.375943965517242
Amar Bhoopali,1952,125,7.5,16,41419,10,Amar Bhoopali marathi 1952,6.415554520037279
Kangalin Vaarthaigal,1998,120,5.0,1,0,16,Kangalin Vaarthaigal tamil 1998,5.562523510971787
ASOORAN,1995,120,5.0,1,8,5,ASOORAN hindi 1995,5.562523510971787
Dosti Ke Haath,2002,120,5.0,1,8,5,Dosti Ke Haath hindi 2002,5.562523510971787
Prem Kaa Game,2010,120,3.4,212,58,16,Prem Kaa Game tamil 2010,3.597319816486606
KD No. 1,1978,151,4.9,9,0,17,KD No. 1 telugu 1978,5.38251724137931
Oru Cinemakkaran,2017,125,5.4,293,6816,9,Oru Cinemakkaran malayalam 2017,5.412660882934329
Kadante Avnanile,2005,120,5.0,1,19,17,Kadante Avnanile telugu 2005,5.562523510971787
Thodamale,2006,120,5.0,1,8,16,Thodamale tamil 2006,5.562523510971787
Minnaminnikkoottam,2008,150,4.0,136,1924,9,Minnaminnikkoottam malayalam 2008,4.212582912365473
Again Kasarkode Khaderbai,2010,127,2.3,40,5,9,Again Kasarkode Khaderbai malayalam 2010,3.432385528547202
Padaliputhram,1993,120,5.0,1,0,9,Padaliputhram malayalam 1993,5.562523510971787
International Gorillay,1990,167,4.3,80,124,19,International Gorillay urdu 1990,4.568074428132468
The Path to 9/11,2006,240,6.4,2912,812,12,The Path to 9/11 oriya 2006,6.394195539461773
Vindhai,2015,120,5.0,1,519,16,Vindhai tamil 2015,5.562523510971787
Jalwa: Fun in Love,2005,120,4.8,9,58,5,Jalwa: Fun in Love hindi 2005,5.352517241379311
Chumadu Darling,1975,120,5.0,1,0,9,Chumadu Darling malayalam 1975,5.562523510971787
Laal Chooda,1984,120,5.0,1,156,13,Laal Chooda punjabi 1984,5.562523510971787
Kabaad- The Coin,2021,132,5.0,1,8,5,Kabaad- The Coin hindi 2021,5.562523510971787
Together With Gurez,2018,16,5.0,1,721,19,Together With Gurez urdu 2018,5.562523510971787
Balaka Mon,1973,120,5.0,1,8,2,Balaka Mon bengali 1973,5.562523510971787
Pachaikili,2021,120,5.0,1,8,16,Pachaikili tamil 2021,5.562523510971787
Son of alibaba nalpathonaman,2020,120,5.0,1,24,9,Son of alibaba nalpathonaman malayalam 2020,5.562523510971787
College Campus,2011,121,5.0,1,8,5,College Campus hindi 2011,5.562523510971787
Hey Bro,2015,113,3.0,156,158,5,Hey Bro hindi 2015,3.307206312098188
Benazir,1964,158,7.2,38,819,12,Benazir oriya 1964,6.626703682057277
Josef - Born in Grace,2019,100,9.6,5,8,5,Josef - Born in Grace hindi 2019,6.360596816976128
Neelofar,0,120,5.0,1,19,19,Neelofar urdu 0,5.562523510971787
Bola Alakh Niranjan,2019,120,9.0,5,9,10,Bola Alakh Niranjan marathi 2019,6.245212201591513
Abla,1941,120,5.0,1,0,5,Abla hindi 1941,5.562523510971787
Jai Ho Mohabbat Ki,1962,120,5.0,1,5,5,Jai Ho Mohabbat Ki hindi 1962,5.562523510971787
Vennilavin Arangetram,2016,120,5.0,1,8,16,Vennilavin Arangetram tamil 2016,5.562523510971787
Mahan,1992,120,5.0,1,0,9,Mahan malayalam 1992,5.562523510971787
Personal Assistant,1959,126,8.3,71,5,2,Personal Assistant bengali 1959,7.681255622188906
Path-o-Prasad,1991,134,7.6,25,8,2,Path-o-Prasad bengali 1991,6.682076461769116
Kaun Sachha Kaun Jhoota,1972,129,5.0,1,24,5,Kaun Sachha Kaun Jhoota hindi 1972,5.562523510971787
Khamoshi,1942,120,5.0,1,0,5,Khamoshi hindi 1942,5.562523510971787
Kalaavida,1949,120,5.0,1,0,6,Kalaavida kannada 1949,5.562523510971787
Valasa,2021,110,6.0,135,8,17,Valasa telugu 2021,5.944714854111406
Dhumketu,2016,120,8.8,98,8,2,Dhumketu bengali 2016,8.23340770791075
Sukh Aale Mazhya Daari,1962,120,5.0,1,0,10,Sukh Aale Mazhya Daari marathi 1962,5.562523510971787
Welcome Baby,0,120,5.0,1,8,4,Welcome Baby gujarati 0,5.562523510971787
Sipah Salar,1936,120,5.0,1,0,5,Sipah Salar hindi 1936,5.562523510971787
Sabse Bada Sukh,1972,120,6.1,14,58,5,Sabse Bada Sukh hindi 1972,5.793586206896552
Ottamandaram,2014,134,5.9,7,8,9,Ottamandaram malayalam 2014,5.66698275862069
Railway Guard,0,120,5.0,1,8,9,Railway Guard malayalam 0,5.562523510971787
Allah-Rakha,1986,160,5.4,129,18,5,Allah-Rakha hindi 1986,5.426503448275862
Deewar,1954,120,8.3,14,0,12,Deewar oriya 1954,6.673586206896552
Pyar Da Palla,1969,120,5.0,1,0,13,Pyar Da Palla punjabi 1969,5.562523510971787
Devara Makkalu,1970,120,8.4,11,8,6,Devara Makkalu kannada 1970,6.555484913793103
Television,2012,106,8.2,4938,8,2,Television bengali 2012,8.18894444792123
Rahasya Sancharangal,2017,120,5.0,1,6,9,Rahasya Sancharangal malayalam 2017,5.562523510971787
Lai Lag,2020,120,5.0,1,8,13,Lai Lag punjabi 2020,5.562523510971787
Tambyacha Vishnubala,2011,151,7.4,9,8,10,Tambyacha Vishnubala marathi 2011,6.13251724137931
Tawaif,1985,160,7.1,103,5819,5,Tawaif hindi 1985,6.844157397107897
Netho Cheppalani,2002,120,5.0,1,19,17,Netho Cheppalani telugu 2002,5.562523510971787
Naseema,1983,120,7.8,6,0,9,Naseema malayalam 1983,6.080574712643678
Chembur Naka,0,120,5.0,1,8,10,Chembur Naka marathi 0,5.562523510971787
Rahasya Vivaham,1975,120,5.0,1,15,9,Rahasya Vivaham malayalam 1975,5.562523510971787
Eti..... Realisation Begins,2008,110,5.0,1,8,2,Eti..... Realisation Begins bengali 2008,5.562523510971787
Heer Ranjha: A True Love Story,2009,155,6.8,86,19,13,Heer Ranjha: A True Love Story punjabi 2009,6.562388011601675
Starving,2020,5,8.5,6,21824,11,Starving nepali 2020,6.2361302681992345
Untitled Shiv Kumar Batalvi Biopic,0,120,5.0,1,4,5,Untitled Shiv Kumar Batalvi Biopic hindi 0,5.562523510971787
Himalayathile Kashmalan,2017,104,4.7,86,524,9,Himalayathile Kashmalan malayalam 2017,4.8745375443119565
"Katmandú, un espejo en el cielo",2011,104,6.1,692,819,11,"Katmandú, un espejo en el cielo nepali 2011",6.084958649707405
Phagun,1973,136,7.4,56,8919,5,Phagun hindi 1973,6.906175548589342
Ziddi,2013,120,5.0,1,8,6,Ziddi kannada 2013,5.562523510971787
Kodalu Vastunaru Jagratha,1980,152,5.0,1,0,17,Kodalu Vastunaru Jagratha telugu 1980,5.562523510971787
Swarg Narak,1978,164,5.5,56,5819,5,Swarg Narak hindi 1978,5.52435736677116
Ye Mohabbatein,2016,112,5.0,1,8,3,Ye Mohabbatein bhojpuri 2016,5.562523510971787
Lakshmi Kalyanam,1968,120,5.8,6,0,16,Lakshmi Kalyanam tamil 1968,5.636130268199234
Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!,2006,90,5.7,115,3513,16,Kureyon Shin-chan: Densetsu o yobu odore! Amîgo! tamil 2006,5.6829082150101415
Aakhri Dastak,2004,120,5.0,1,8,5,Aakhri Dastak hindi 2004,5.562523510971787
Nattu Vishesham,1991,120,6.1,19,5,9,Nattu Vishesham malayalam 1991,5.831887931034482
Tatar Ka Chor,1940,120,5.0,1,110,5,Tatar Ka Chor hindi 1940,5.562523510971787
Konjum Mainakkale,2012,120,5.0,1,8,16,Konjum Mainakkale tamil 2012,5.562523510971787
Canvas,2009,107,6.8,6,24,10,Canvas marathi 2009,5.858352490421456
Pather Panchali,1955,125,8.6,24153,8,2,Pather Panchali bengali 1955,8.597384608142688
Kasam Khoon Ki,1977,120,5.3,10,124,5,Kasam Khoon Ki hindi 1977,5.495984427141269
Beti,1969,135,5.8,10,8,5,Beti hindi 1969,5.657274749721914
Rakhta Charitra,2010,125,7.6,3954,146,17,Rakhta Charitra telugu 2010,7.589377488614184
Khilte Suman,1981,120,5.0,1,0,5,Khilte Suman hindi 1981,5.562523510971787
Ekkareyanente Manasam,1997,120,4.8,12,5819,9,Ekkareyanente Manasam malayalam 1997,5.302288401253918
Anaamika,2014,145,5.6,209,24,16,Anaamika tamil 2014,5.599023988005997
Raag Anurag,1975,120,7.1,9,8,2,Raag Anurag bengali 1975,6.0425172413793105
Panganama,2014,120,5.0,1,8,6,Panganama kannada 2014,5.562523510971787
Jatakaphalam,1953,120,5.0,1,8,17,Jatakaphalam telugu 1953,5.562523510971787
Hum Hain Mairvi,2012,120,5.0,1,1,19,Hum Hain Mairvi urdu 2012,5.562523510971787
Gola Gola,2013,120,8.2,10,5,17,Gola Gola telugu 2013,6.431468298109011
Ankur,2017,48,5.0,1,0,10,Ankur marathi 2017,5.562523510971787
Baisakhi,1951,120,5.0,1,8,13,Baisakhi punjabi 1951,5.562523510971787
Driver Ramudu,1979,145,8.0,62,18,17,Driver Ramudu telugu 1979,7.390066472787702
Hippi,2019,143,5.0,131,1519,17,Hippi telugu 2019,5.081417876588022
Super Sharanya,0,120,5.0,1,5,9,Super Sharanya malayalam 0,5.562523510971787
Kid Krrish 2 - Mission Bhutan,2014,64,6.2,12,3,5,Kid Krrish 2 - Mission Bhutan hindi 2014,5.811379310344828
Kumari: The Jagat Lama Story,2014,120,5.0,1,7,11,Kumari: The Jagat Lama Story nepali 2014,5.562523510971787
Chhupa Rustam: A Musical Thriller,2001,127,4.6,84,81519,5,Chhupa Rustam: A Musical Thriller hindi 2001,4.797862068965517
Rotation Chakravarthi,1987,120,5.0,1,0,17,Rotation Chakravarthi telugu 1987,5.562523510971787
Kaadu,1973,120,5.0,1,0,9,Kaadu malayalam 1973,5.562523510971787
Bawarchi,1972,130,8.1,3742,5158,5,Bawarchi hindi 1972,8.085988710401642
Annu Good Friday,1992,120,5.0,1,0,9,Annu Good Friday malayalam 1992,5.562523510971787
Lakshmi,1977,120,5.0,1,0,9,Lakshmi malayalam 1977,5.562523510971787
Kokila,1977,140,7.7,51,819,6,Kokila kannada 1977,7.084382183908046
Kuththu,2004,156,5.3,70,1,16,Kuththu tamil 2004,5.366763925729443
Adalat,1976,138,6.4,278,189,5,Adalat hindi 1976,6.3430619305731755
Nirthasala,1972,120,5.0,1,0,9,Nirthasala malayalam 1972,5.562523510971787
Gulmohar,1965,120,5.0,1,6816,2,Gulmohar bengali 1965,5.562523510971787
